id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb
1014,SK,3188,SAS,2026-07-07T17:25:00,2026-07-07T17:25:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
1015,LY,363,EL AL ISRAEL AIRLINES,2026-07-07T17:30:00,2026-07-07T17:30:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,78-99,D,ON TIME,בזמן
1016,LY,545,EL AL ISRAEL AIRLINES,2026-07-07T17:35:00,2026-07-07T17:35:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
1017,6H,346,ISRAIR AIRLINES,2026-07-07T17:35:00,2026-07-07T17:35:00,A,NAP,NAPLES-CAPODICHINO,נאפולי,NAPLES,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1018,6H,351,ISRAIR AIRLINES,2026-07-07T17:40:00,2026-07-07T17:40:00,D,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,1,305-312,A,ON TIME,בזמן
1019,IB,7710,IBERIA,2026-07-07T17:45:00,2026-07-07T17:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1020,LY,391,EL AL ISRAEL AIRLINES,2026-07-07T17:45:00,2026-07-07T17:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1021,BT,6678,AIR BALTIC,2026-07-07T17:50:00,2026-07-07T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1022,EK,2471,EMIRATES,2026-07-07T17:50:00,2026-07-07T17:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1023,FZ,1126,FLYDUBAI,2026-07-07T17:50:00,2026-07-07T17:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1024,KL,2472,K.L.M.,2026-07-07T17:50:00,2026-07-07T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1025,LY,338,EL AL ISRAEL AIRLINES,2026-07-07T17:50:00,2026-07-07T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1026,SK,3150,SAS,2026-07-07T17:50:00,2026-07-07T17:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1027,A3,4299,AEGEAN  AIRLINES,2026-07-07T17:55:00,2026-07-07T17:55:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,40-42,B,ON TIME,בזמן
1028,LY,2523,EL AL ISRAEL AIRLINES,2026-07-07T17:55:00,2026-07-07T17:55:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,ON TIME,בזמן
1029,W6,2327,WIZZAIR,2026-07-07T17:55:00,2026-07-07T17:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
1030,AR,7859,AEROLINEAS ARGENTINAS S.A.,2026-07-07T18:00:00,2026-07-07T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1031,BZ,564,BLUE BIRD AIRWAYS,2026-07-07T18:00:00,2026-07-07T18:00:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,27-33,A,ON TIME,בזמן
1032,LY,289,EL AL ISRAEL AIRLINES,2026-07-07T18:00:00,2026-07-07T18:00:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1033,LY,383,EL AL ISRAEL AIRLINES,2026-07-07T18:00:00,2026-07-07T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1034,SK,3169,SAS,2026-07-07T18:00:00,2026-07-07T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1035,TP,8900,AIR PORTUGAL,2026-07-07T18:00:00,2026-07-07T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1036,W4,6403,WIZZ AIR MALTA,2026-07-07T18:00:00,2026-07-07T18:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1037,AF,6175,AIR FRANCE,2026-07-07T18:10:00,2026-07-07T18:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1038,AM,7855,AERO MEXICO,2026-07-07T18:10:00,2026-07-07T18:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1039,IZ,417,ARKIA  ISRAELI  AIRLINES,2026-07-07T18:10:00,2026-07-07T18:10:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,332-335,B,ON TIME,בזמן
1040,LY,222,EL AL ISRAEL AIRLINES,2026-07-07T18:10:00,2026-07-07T18:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1041,SK,3196,SAS,2026-07-07T18:10:00,2026-07-07T18:10:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1042,BZ,753,BLUE BIRD AIRWAYS,2026-07-07T18:15:00,2026-07-07T18:15:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1043,EK,2450,EMIRATES,2026-07-07T18:15:00,2026-07-07T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1044,FZ,1625,FLYDUBAI,2026-07-07T18:15:00,2026-07-07T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1045,LO,5251,LOT POLISH AIRLINES,2026-07-07T18:15:00,2026-07-07T18:15:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
1046,LY,5119,EL AL ISRAEL AIRLINES,2026-07-07T18:15:00,2026-07-07T18:15:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
1047,U8,156,TUS AIRWAYS,2026-07-07T18:20:00,2026-07-07T18:20:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,27-33,A,ON TIME,בזמן
1048,IZ,074,ARKIA  ISRAELI  AIRLINES,2026-07-07T18:25:00,2026-07-07T18:25:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
1049,LY,5032,EL AL ISRAEL AIRLINES,2026-07-07T18:25:00,2026-07-07T18:25:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
1050,LY,5064,EL AL ISRAEL AIRLINES,2026-07-07T18:30:00,2026-07-07T18:30:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1051,LY,5425,EL AL ISRAEL AIRLINES,2026-07-07T18:30:00,2026-07-07T18:30:00,D,CTA,CATANIA  FONTANAROSSA,קטאניה,CATANIA,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1052,LY,571,EL AL ISRAEL AIRLINES,2026-07-07T18:30:00,2026-07-07T18:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
1053,RO,9100,TAROM - ROMANIAN AIR TRANSPORT,2026-07-07T18:30:00,2026-07-07T18:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
1054,5F,5509,FLYONE,2026-07-07T18:30:00,2026-07-07T18:30:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,,,NOT FINAL,לא סופי
1055,6H,945,ISRAIR AIRLINES,2026-07-07T18:30:00,2026-07-07T18:30:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,201-206,G,ON TIME,בזמן
1056,LY,387,EL AL ISRAEL AIRLINES,2026-07-07T18:35:00,2026-07-07T18:35:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1057,TP,8912,AIR PORTUGAL,2026-07-07T18:35:00,2026-07-07T18:35:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1058,BZ,703,BLUE BIRD AIRWAYS,2026-07-07T18:40:00,2026-07-07T18:40:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1059,6H,517,ISRAIR AIRLINES,2026-07-07T18:40:00,2026-07-07T18:40:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,201-206,G,ON TIME,בזמן
1060,6H,764,ISRAIR AIRLINES,2026-07-07T18:40:00,2026-07-07T18:40:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
1061,HY,303,UZBEKISTAN AIR,2026-07-07T18:45:00,2026-07-07T18:45:00,A,TAS,TASHKENT,טשקנט,TASHKENT,אוזבקיסטן,UZBEKISTAN,3,,,NOT FINAL,לא סופי
1062,LY,5468,EL AL ISRAEL AIRLINES,2026-07-07T18:45:00,2026-07-07T18:45:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
1063,W6,2328,WIZZAIR,2026-07-07T18:50:00,2026-07-07T18:50:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,1,361-365,D,ON TIME,בזמן
1064,LY,5181,EL AL ISRAEL AIRLINES,2026-07-07T18:55:00,2026-07-07T18:55:00,D,ZAG,ZAGREB,זאגרב,ZAGREB,קרואטיה,CROATIA,1,314-325,A,ON TIME,בזמן
1065,W4,6404,WIZZ AIR MALTA,2026-07-07T18:55:00,2026-07-07T18:55:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,1,361-365,D,ON TIME,בזמן
1066,6H,724,ISRAIR AIRLINES,2026-07-07T18:55:00,2026-07-07T18:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
1067,A3,926,AEGEAN  AIRLINES,2026-07-07T19:00:00,2026-07-07T19:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1068,EK,4976,EMIRATES,2026-07-07T19:00:00,2026-07-07T19:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1069,JU,7620,AIR SERBIA,2026-07-07T19:00:00,2026-07-07T19:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1070,4V,517,SKY UP NISTRU,2026-07-07T19:00:00,2026-07-07T19:00:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,,,NOT FINAL,לא סופי
1071,6H,823,ISRAIR AIRLINES,2026-07-07T19:00:00,2026-07-07T19:00:00,D,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,1,305-309,A,ON TIME,בזמן
1072,IZ,054,ARKIA  ISRAELI  AIRLINES,2026-07-07T19:15:00,2026-07-07T19:15:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,,,NOT FINAL,לא סופי
1073,LY,5450,EL AL ISRAEL AIRLINES,2026-07-07T19:15:00,2026-07-07T19:15:00,A,PVK,PREVEZA,פרבצה,PREVEZA,יוון,GREECE,3,,,NOT FINAL,לא סופי
1074,AM,7861,AERO MEXICO,2026-07-07T19:50:00,2026-07-07T19:17:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
1075,DL,7445,DELTA AIRLINES,2026-07-07T19:50:00,2026-07-07T19:17:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
1076,LY,106,EL AL ISRAEL AIRLINES,2026-07-07T19:50:00,2026-07-07T19:17:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
1077,IZ,094,ARKIA  ISRAELI  AIRLINES,2026-07-07T19:20:00,2026-07-07T19:20:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1078,IZ,822,ARKIA  ISRAELI  AIRLINES,2026-07-07T19:20:00,2026-07-07T19:20:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
1079,BZ,758,BLUE BIRD AIRWAYS,2026-07-07T19:25:00,2026-07-07T19:25:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,27-33,A,ON TIME,בזמן
1080,EK,2451,EMIRATES,2026-07-07T19:25:00,2026-07-07T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1081,FZ,1626,FLYDUBAI,2026-07-07T19:25:00,2026-07-07T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1082,LY,5052,EL AL ISRAEL AIRLINES,2026-07-07T19:25:00,2026-07-07T19:25:00,A,JTR,SANTORINI,סנטוריני,SANTORINI,יוון,GREECE,3,,,NOT FINAL,לא סופי
1083,EK,2345,EMIRATES,2026-07-07T19:30:00,2026-07-07T19:30:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1084,FZ,1807,FLYDUBAI,2026-07-07T19:30:00,2026-07-07T19:30:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1085,LY,5195,EL AL ISRAEL AIRLINES,2026-07-07T19:30:00,2026-07-07T19:30:00,D,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,1,314-325,A,ON TIME,בזמן
1086,LY,543,EL AL ISRAEL AIRLINES,2026-07-07T19:30:00,2026-07-07T19:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
1087,5F,5510,FLYONE,2026-07-07T19:30:00,2026-07-07T19:30:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,51-55,B,ON TIME,בזמן
1088,LY,087,EL AL ISRAEL AIRLINES,2026-07-07T19:35:00,2026-07-07T19:35:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1089,TG,4580,THAI AIRWAYS,2026-07-07T19:35:00,2026-07-07T19:35:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1090,LY,2367,EL AL ISRAEL AIRLINES,2026-07-07T19:40:00,2026-07-07T19:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
1091,6H,893,ISRAIR AIRLINES,2026-07-07T19:40:00,2026-07-07T19:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,207-211,G,ON TIME,בזמן
1092,LY,091,EL AL ISRAEL AIRLINES,2026-07-07T19:45:00,2026-07-07T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,78-99,D,ON TIME,בזמן
1093,QF,5014,QANTAS AIRWAYS,2026-07-07T19:45:00,2026-07-07T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,78-99,D,ON TIME,בזמן
1094,LY,5127,EL AL ISRAEL AIRLINES,2026-07-07T19:50:00,2026-07-07T19:50:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,78-99,D,ON TIME,בזמן
1095,A3,927,AEGEAN  AIRLINES,2026-07-07T19:55:00,2026-07-07T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,40-43,B,ON TIME,בזמן
1096,EK,4978,EMIRATES,2026-07-07T19:55:00,2026-07-07T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,40-43,B,ON TIME,בזמן
1097,JU,7614,AIR SERBIA,2026-07-07T19:55:00,2026-07-07T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,40-43,B,ON TIME,בזמן
1098,4V,518,SKY UP NISTRU,2026-07-07T20:00:00,2026-07-07T20:00:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3,46-48,B,ON TIME,בזמן
1099,6H,805,ISRAIR AIRLINES,2026-07-07T20:00:00,2026-07-07T20:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,207-211,G,ON TIME,בזמן
1100,EY,598,ETIHAD AIRWAYS,2026-07-07T20:10:00,2026-07-07T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-19,A,ON TIME,בזמן
1101,IZ,215,ARKIA  ISRAELI  AIRLINES,2026-07-07T20:10:00,2026-07-07T20:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,G1-G3,G,ON TIME,בזמן
1102,LY,9607,EL AL ISRAEL AIRLINES,2026-07-07T20:10:00,2026-07-07T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-19,A,ON TIME,בזמן
1103,HY,304,UZBEKISTAN AIR,2026-07-07T20:15:00,2026-07-07T20:15:00,D,SKD,SAMARKAND,סמרקנד,SAMARKAND,אוזבקיסטן,UZBEKISTAN,3,21-24,A,ON TIME,בזמן
1104,IZ,294,ARKIA  ISRAELI  AIRLINES,2026-07-07T20:20:00,2026-07-07T20:20:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
1105,IZ,827,ARKIA  ISRAELI  AIRLINES,2026-07-07T20:20:00,2026-07-07T20:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
1106,6H,561,ISRAIR AIRLINES,2026-07-07T20:20:00,2026-07-07T20:20:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,1,305-309,A,ON TIME,בזמן
1107,LY,5133,EL AL ISRAEL AIRLINES,2026-07-07T20:30:00,2026-07-07T20:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,314-325,A,ON TIME,בזמן
1108,LY,088,EL AL ISRAEL AIRLINES,2026-07-07T20:35:00,2026-07-07T20:35:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1109,TG,4582,THAI AIRWAYS,2026-07-07T20:35:00,2026-07-07T20:35:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1110,EK,2346,EMIRATES,2026-07-07T20:45:00,2026-07-07T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1111,FZ,1808,FLYDUBAI,2026-07-07T20:45:00,2026-07-07T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1112,LY,5137,EL AL ISRAEL AIRLINES,2026-07-07T20:45:00,2026-07-07T20:45:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,1,314-325,A,ON TIME,בזמן
1113,LY,5109,EL AL ISRAEL AIRLINES,2026-07-07T20:50:00,2026-07-07T20:50:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,314-325,A,ON TIME,בזמן
1114,AF,7070,AIR FRANCE,2026-07-07T20:55:00,2026-07-07T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1115,AM,7862,AERO MEXICO,2026-07-07T20:55:00,2026-07-07T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1116,BZ,747,BLUE BIRD AIRWAYS,2026-07-07T20:55:00,2026-07-07T20:55:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,CANCELED,מבוטלת
1117,LY,324,EL AL ISRAEL AIRLINES,2026-07-07T20:55:00,2026-07-07T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1118,LY,5403,EL AL ISRAEL AIRLINES,2026-07-07T20:55:00,2026-07-07T20:55:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,78-99,D,ON TIME,בזמן
1119,SK,3160,SAS,2026-07-07T20:55:00,2026-07-07T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1120,IZ,169,ARKIA  ISRAELI  AIRLINES,2026-07-07T21:10:00,2026-07-07T21:10:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,332-335,B,ON TIME,בזמן
1121,LY,5418,EL AL ISRAEL AIRLINES,2026-07-07T21:15:00,2026-07-07T21:15:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
1122,6H,246,ISRAIR AIRLINES,2026-07-07T21:35:00,2026-07-07T21:35:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
1123,EK,2167,EMIRATES,2026-07-07T21:40:00,2026-07-07T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1124,FZ,1053,FLYDUBAI,2026-07-07T21:40:00,2026-07-07T21:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1125,6H,946,ISRAIR AIRLINES,2026-07-07T21:40:00,2026-07-07T21:40:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1126,IZ,742,ARKIA  ISRAELI  AIRLINES,2026-07-07T21:45:00,2026-07-07T21:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1127,IZ,412,ARKIA  ISRAELI  AIRLINES,2026-07-07T21:50:00,2026-07-07T21:50:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,,,NOT FINAL,לא סופי
1128,6H,170,ISRAIR AIRLINES,2026-07-07T21:50:00,2026-07-07T21:50:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,,,NOT FINAL,לא סופי
1129,BZ,317,BLUE BIRD AIRWAYS,2026-07-07T21:55:00,2026-07-07T21:55:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
1130,DL,7448,DELTA AIRLINES,2026-07-07T21:55:00,2026-07-07T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1131,IZ,224,ARKIA  ISRAELI  AIRLINES,2026-07-07T21:55:00,2026-07-07T21:55:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,NOT FINAL,לא סופי
1132,LY,316,EL AL ISRAEL AIRLINES,2026-07-07T21:55:00,2026-07-07T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1133,SK,3176,SAS,2026-07-07T21:55:00,2026-07-07T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1134,VS,7494,VIRGIN ATLANTIC AIRWAYS,2026-07-07T21:55:00,2026-07-07T21:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1135,6H,574,ISRAIR AIRLINES,2026-07-07T22:15:00,2026-07-07T22:15:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,NOT FINAL,לא סופי
1136,LY,081,EL AL ISRAEL AIRLINES,2026-07-07T22:20:00,2026-07-07T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1137,LY,092,EL AL ISRAEL AIRLINES,2026-07-07T22:20:00,2026-07-07T22:20:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,,,NOT FINAL,לא סופי
1138,QF,5013,QANTAS AIRWAYS,2026-07-07T22:20:00,2026-07-07T22:20:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,,,NOT FINAL,לא סופי
1139,QF,5020,QANTAS AIRWAYS,2026-07-07T22:20:00,2026-07-07T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1140,TG,4584,THAI AIRWAYS,2026-07-07T22:20:00,2026-07-07T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
1141,VN,3298,VIETNAM AIRLINES,2026-07-07T22:20:00,2026-07-07T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
